analysis_id	status	source_url	source_file	source_etag	size_bytes	checksum_algorithm	checksum	error	notes
finngen-r13-PULM_INFECTIONS	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_PULM_INFECTIONS.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_PULM_INFECTIONS.gz	"""f2c5aaa7b959aab052aca12fdacfa2b1"""	810296530	sha256	f9c796250042967e17c9d0b73e3fda9c09cf26072ecef8c5a4b5511e93bdd0d4	checksum verified
finngen-r13-N14_FEMALEGENNONINF	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_FEMALEGENNONINF.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_N14_FEMALEGENNONINF.gz	"""742f7b58ccdbfe6ed10275b3e52c44b7"""	808519899	sha256	659f4453b79dbf257732c909ea72fcb361dbbd10bcb098ce33ef978e210728e1	checksum verified
finngen-r13-ANTIDEPRESSANTS	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_ANTIDEPRESSANTS.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_ANTIDEPRESSANTS.gz	"""f70d27e844b47ba75152ba346fb215b5"""	808401578	sha256	3f9f852d7d59526a02a164c009b5d6d125f6beaffab1dd169965b1d230a94dc8	checksum verified
finngen-r13-O15_DELIV_SPONT	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_SPONT.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_O15_DELIV_SPONT.gz	"""c8a89fd3603bcb540249c6537309aad9"""	808278136	sha256	c4e9531f1c7ad6ea99d704d1f055831168033d5ded15e8b982063994cc206869	checksum verified
finngen-r13-KRA_PSY_ANYMENTAL	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_KRA_PSY_ANYMENTAL.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_KRA_PSY_ANYMENTAL.gz	"""5fdc9dcf39839613d30116564159358c"""	811320643	sha256	731a579775e2305c093326450cc3a428344342740934033c4197e0273aa9cf89	checksum verified
finngen-r13-CD2_BENIGN	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_CD2_BENIGN.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_CD2_BENIGN.gz	"""64e32776e37d0350f6ce935787de31a3"""	810402103	sha256	58bcde7b7f0fd8efd5e88860aeba806d073d0d232ebf6c84b9f0eb3b29600a89	checksum verified
finngen-r13-G6_EPIPAROX	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_G6_EPIPAROX.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_G6_EPIPAROX.gz	"""25e582e7dd45f8bc5f32ec6765987288"""	810615212	sha256	ca4b9ea558fce3a96e5d5eafb6dfc0cd50e18001be80d85d35d2da7d8edf8883	checksum verified
finngen-r13-AUTOIMMUNE	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_AUTOIMMUNE.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_AUTOIMMUNE.gz	"""5e716970107d7d2ece20c317a27c63a5"""	810559695	sha256	46797da03eb1888023ff168867dd3add7b35ae4f820dc380824206a1872aceb9	checksum verified
finngen-r13-J10_UPPERDIS	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_J10_UPPERDIS.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_J10_UPPERDIS.gz	"""3b8bbc48f668ff9f6d518dc66ea70424"""	810536207	sha256	fb48c0d6473a5d0a64bdb1cce42a60e2996febc1c62a2a92ceff52353635a18c	checksum verified
finngen-r13-C3_CANCER_WIDE	downloaded	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_CANCER_WIDE.gz	/data/opengwasdb/finngen-r13/releases/r13-pilot-20/source/finngen_R13_C3_CANCER_WIDE.gz	"""60acd5f51161b3e54b5c34d26732191d"""	811531469	sha256	f708dc3783702d663bb5770b3e711492b677dff31cecf44fdc4af985994fcb57	checksum verified
